,time,pre_total_sheet
1067,2020/11/26-19,37
1068,2020/11/26-20,20
1069,2020/11/26-21,13
1070,2020/11/26-22,5
1071,2020/11/26-23,15
1072,2020/11/27-0,7
1073,2020/11/27-1,8
1074,2020/11/27-2,4
1075,2020/11/27-3,1
1076,2020/11/27-4,3
1077,2020/11/27-5,4
1078,2020/11/27-6,1
1079,2020/11/27-7,5
1080,2020/11/27-8,2
1081,2020/11/27-9,7
1082,2020/11/27-10,7
1083,2020/11/27-11,6
1084,2020/11/27-12,13
1085,2020/11/27-13,37
1086,2020/11/27-15,10
1087,2020/11/27-16,15
1088,2020/11/27-17,9
1089,2020/11/27-18,10
1090,2020/11/27-19,9
1091,2020/11/27-20,15
1092,2020/11/27-21,8
1093,2020/11/27-22,25
1094,2020/11/27-23,6
1095,2020/11/28-0,9
1096,2020/11/28-1,8
1097,2020/11/28-2,9
1098,2020/11/28-3,1
1099,2020/11/28-4,3
1100,2020/11/28-5,3
1101,2020/11/28-6,2
1102,2020/11/28-7,2
1103,2020/11/28-8,5
1104,2020/11/28-9,10
1105,2020/11/28-10,8
1106,2020/11/28-11,14
1107,2020/11/28-12,9
1108,2020/11/28-13,9
1109,2020/11/28-14,7
1110,2020/11/28-15,16
1111,2020/11/28-16,11
1112,2020/11/28-17,10
1113,2020/11/28-18,10
1114,2020/11/28-19,9
1115,2020/11/28-20,15
1116,2020/11/28-21,16
1117,2020/11/28-22,4
1118,2020/11/28-23,1
1119,2020/11/29-0,10
1120,2020/11/29-1,4
1121,2020/11/29-2,1
1122,2020/11/29-3,3
1123,2020/11/29-4,6
1124,2020/11/29-5,2
1125,2020/11/29-6,2
1126,2020/11/29-7,10
1127,2020/11/29-8,6
1128,2020/11/29-9,5
1129,2020/11/29-10,10
1130,2020/11/29-11,16
1131,2020/11/29-12,9
1132,2020/11/29-13,12
1133,2020/11/29-14,18
1134,2020/11/29-15,13
1135,2020/11/29-16,4
1136,2020/11/29-17,11
1137,2020/11/29-18,4
1138,2020/11/29-19,11
1139,2020/11/29-20,6
1140,2020/11/29-21,6
1141,2020/11/29-22,9
1142,2020/11/29-23,8
1143,2020/11/3-1,4
1144,2020/11/3-2,4
1145,2020/11/3-3,2
1146,2020/11/3-4,2
1147,2020/11/3-5,2
1148,2020/11/3-6,4
1149,2020/11/3-7,12
1150,2020/11/3-8,3
1151,2020/11/3-9,8
1152,2020/11/3-10,29
1153,2020/11/3-11,28
1154,2020/11/3-12,23
1155,2020/11/3-13,9
1156,2020/11/3-14,5
1157,2020/11/3-15,18
1158,2020/11/3-16,2
1159,2020/11/3-17,12
1160,2020/11/3-18,12
1161,2020/11/3-19,9
1162,2020/11/3-20,36
1163,2020/11/3-21,20
1164,2020/11/3-22,17
1165,2020/11/3-23,5
1166,2020/11/30-0,10
1167,2020/11/30-1,9
1168,2020/11/30-3,1
1169,2020/11/30-4,2
1170,2020/11/30-6,1
1171,2020/11/30-7,1
1172,2020/11/30-10,6
1173,2020/11/30-11,13
1174,2020/11/30-12,6
1175,2020/11/30-13,4
1176,2020/11/30-14,14
1177,2020/11/30-15,6
1178,2020/11/30-16,3
1179,2020/11/30-17,11
1180,2020/11/30-18,28
1181,2020/11/30-19,7
1182,2020/11/30-20,8
1183,2020/11/30-21,6
1184,2020/11/30-22,6
1185,2020/11/30-23,5
1186,2020/11/4-0,1
1187,2020/11/4-1,1
1188,2020/11/4-2,4
1189,2020/11/4-3,1
1190,2020/11/4-4,2
1191,2020/11/4-5,2
1192,2020/11/4-6,2
1193,2020/11/4-7,1
1194,2020/11/4-8,7
1195,2020/11/4-9,33
1196,2020/11/4-10,22
1197,2020/11/4-11,8
1198,2020/11/4-12,29
1199,2020/11/4-13,11
1200,2020/11/4-14,9
1201,2020/11/4-15,3
1202,2020/11/4-16,11
1203,2020/11/4-17,8
1204,2020/11/4-18,60
1205,2020/11/4-19,4
1206,2020/11/4-20,11
1207,2020/11/4-21,1
1208,2020/11/4-22,6
1209,2020/11/4-23,4
1210,2020/11/5-0,1
1211,2020/11/5-1,3
1212,2020/11/5-2,3
1213,2020/11/5-3,13
1214,2020/11/5-4,5
1215,2020/11/5-5,1
1216,2020/11/5-6,1
1217,2020/11/5-7,6
1218,2020/11/5-8,23
1219,2020/11/5-9,10
1220,2020/11/5-10,13
1221,2020/11/5-11,16
1222,2020/11/5-12,20
1223,2020/11/5-13,14
1224,2020/11/5-14,25
1225,2020/11/5-15,2
1226,2020/11/5-16,8
1227,2020/11/5-17,5
1228,2020/11/5-18,15
1229,2020/11/5-19,7
1230,2020/11/5-20,6
1231,2020/11/5-21,12
1232,2020/11/5-22,4
1233,2020/11/5-23,1
1234,2020/11/6-0,1
1235,2020/11/6-2,3
1236,2020/11/6-4,3
1237,2020/11/6-5,1
1238,2020/11/6-6,1
1239,2020/11/6-7,6
1240,2020/11/6-8,3
1241,2020/11/6-9,7
1242,2020/11/6-10,13
1243,2020/11/6-11,9
1244,2020/11/6-12,22
1245,2020/11/6-13,3
1246,2020/11/6-14,12
1247,2020/11/6-15,28
1248,2020/11/6-16,14
1249,2020/11/6-17,19
1250,2020/11/6-18,3
1251,2020/11/6-19,9
1252,2020/11/6-20,36
1253,2020/11/6-21,24
1254,2020/11/6-22,4
1255,2020/11/6-23,10
1256,2020/11/7-0,1
1257,2020/11/7-1,2
1258,2020/11/7-2,3
1259,2020/11/7-3,2
1260,2020/11/7-5,4
1261,2020/11/7-6,4
1262,2020/11/7-7,1
1263,2020/11/7-8,3
1264,2020/11/7-9,12
1265,2020/11/7-10,13
1266,2020/11/7-11,44
1267,2020/11/7-12,35
1268,2020/11/7-13,46
1269,2020/11/7-14,9
1270,2020/11/7-15,28
1271,2020/11/7-16,0
1272,2020/11/7-17,52
1273,2020/11/7-18,21
1274,2020/11/7-19,51
1275,2020/11/7-20,22
1276,2020/11/7-21,45
1277,2020/11/7-22,4
1278,2020/11/7-23,14
1279,2020/11/8-0,1
1280,2020/11/8-1,2
1281,2020/11/8-2,14
1282,2020/11/8-3,4
1283,2020/11/8-4,2
1284,2020/11/8-5,3
1285,2020/11/8-6,12
1286,2020/11/8-7,3
1287,2020/11/8-8,11
1288,2020/11/8-9,13
1289,2020/11/8-10,16
1290,2020/11/8-11,18
1291,2020/11/8-12,21
1292,2020/11/8-13,10
1293,2020/11/8-14,15
1294,2020/11/8-15,16
1295,2020/11/8-16,10
1296,2020/11/8-17,33
1297,2020/11/8-18,30
1298,2020/11/8-19,30
1299,2020/11/8-20,9
1300,2020/11/8-21,2
1301,2020/11/8-22,4
1302,2020/11/8-23,28
1303,2020/11/9-0,27
1304,2020/11/9-1,16
1305,2020/11/9-2,2
1306,2020/11/9-3,1
1307,2020/11/9-4,8
1308,2020/11/9-5,1
1309,2020/11/9-6,6
1310,2020/11/9-7,11
1311,2020/11/9-8,7
1312,2020/11/9-9,14
1313,2020/11/9-10,12
1314,2020/11/9-11,29
1315,2020/11/9-12,8
1316,2020/11/9-13,31
1317,2020/11/9-14,42
1318,2020/11/9-15,7
1319,2020/11/9-16,2
1320,2020/11/9-17,24
1321,2020/11/9-18,23
1322,2020/11/9-19,18
1323,2020/11/9-20,76
1324,2020/11/9-21,21
1325,2020/11/9-22,22
1326,2020/11/9-23,14
1327,2020/12/1-0,6
1328,2020/12/1-1,2
1329,2020/12/1-2,4
1330,2020/12/1-4,1
1331,2020/12/1-5,1
1332,2020/12/1-6,1
1333,2020/12/1-7,3
1334,2020/12/1-8,7
1335,2020/12/1-9,10
1336,2020/12/1-10,3
1337,2020/12/1-11,8
1338,2020/12/1-12,19
1339,2020/12/1-13,2
1340,2020/12/1-14,12
1341,2020/12/1-15,4
1342,2020/12/1-16,8
1343,2020/12/1-17,13
1344,2020/12/1-18,14
1345,2020/12/1-19,15
1346,2020/12/1-20,26
1347,2020/12/1-21,24
1348,2020/12/1-22,10
1349,2020/12/1-23,13
1350,2020/12/10-2,35
1351,2020/12/10-4,2
1352,2020/12/10-8,12
1353,2020/12/10-9,4
1354,2020/12/10-10,15
1355,2020/12/10-11,0
1356,2020/12/10-12,3
1357,2020/12/10-13,10
1358,2020/12/10-14,6
1359,2020/12/10-15,15
1360,2020/12/10-16,2
1361,2020/12/10-17,50
1362,2020/12/10-18,6
1363,2020/12/10-19,4
1364,2020/12/10-20,1
1365,2020/12/10-21,7
1366,2020/12/10-22,4
1367,2020/12/10-23,9
1368,2020/12/11-0,8
1369,2020/12/11-2,1
1370,2020/12/11-3,1
1371,2020/12/11-4,1
1372,2020/12/11-5,1
1373,2020/12/11-9,3
1374,2020/12/11-10,19
1375,2020/12/11-11,17
1376,2020/12/11-12,11
1377,2020/12/11-13,7
1378,2020/12/11-14,7
1379,2020/12/11-16,2
1380,2020/12/11-17,6
1381,2020/12/11-18,12
1382,2020/12/11-19,11
1383,2020/12/11-20,2
1384,2020/12/11-21,4
1385,2020/12/11-22,12
1386,2020/12/11-23,14
1387,2020/12/12-0,4
1388,2020/12/12-1,2
1389,2020/12/12-2,1
1390,2020/12/12-3,1
1391,2020/12/12-5,1
1392,2020/12/12-8,3
1393,2020/12/12-9,10
1394,2020/12/12-10,12
1395,2020/12/12-11,9
1396,2020/12/12-12,3
1397,2020/12/12-13,9
1398,2020/12/12-14,4
1399,2020/12/12-15,13
1400,2020/12/12-16,5
1401,2020/12/12-17,9
1402,2020/12/12-18,27
1403,2020/12/12-19,4
1404,2020/12/12-20,5
1405,2020/12/12-21,1
1406,2020/12/12-22,7
1407,2020/12/12-23,12
1408,2020/12/13-0,2
1409,2020/12/13-1,4
1410,2020/12/13-5,1
1411,2020/12/13-8,2
1412,2020/12/13-9,1
1413,2020/12/13-11,1
1414,2020/12/13-12,2
1415,2020/12/13-13,31
1416,2020/12/13-14,3
1417,2020/12/13-16,2
1418,2020/12/13-17,38
1419,2020/12/13-18,18
1420,2020/12/13-19,34
1421,2020/12/13-20,40
1422,2020/12/13-22,4
1423,2020/12/14-0,28
1424,2020/12/14-1,1
1425,2020/12/14-2,16
1426,2020/12/14-7,37
1427,2020/12/14-8,5
1428,2020/12/14-9,10
1429,2020/12/14-10,18
1430,2020/12/14-11,8
1431,2020/12/14-12,4
1432,2020/12/14-13,17
1433,2020/12/14-14,5
1434,2020/12/14-15,6
1435,2020/12/14-16,3
1436,2020/12/14-17,9
1437,2020/12/14-18,19
1438,2020/12/14-19,7
1439,2020/12/14-20,22
1440,2020/12/14-21,5
1441,2020/12/14-23,10
1442,2020/12/15-1,8
1443,2020/12/15-2,2
1444,2020/12/15-3,7
1445,2020/12/15-4,1
1446,2020/12/15-5,1
1447,2020/12/15-6,5
1448,2020/12/15-7,5
1449,2020/12/15-8,9
1450,2020/12/15-9,9
1451,2020/12/15-10,18
1452,2020/12/15-11,21
1453,2020/12/15-12,12
1454,2020/12/15-13,26
1455,2020/12/15-14,33
1456,2020/12/15-15,32
1457,2020/12/15-16,4
1458,2020/12/15-17,11
1459,2020/12/15-18,13
1460,2020/12/15-19,17
1461,2020/12/15-20,16
1462,2020/12/15-21,9
1463,2020/12/15-22,5
1464,2020/12/15-23,16
1465,2020/12/16-0,3
1466,2020/12/16-1,4
1467,2020/12/16-2,3
1468,2020/12/16-3,8
1469,2020/12/16-4,4
1470,2020/12/16-5,1
1471,2020/12/16-6,1
1472,2020/12/16-7,4
1473,2020/12/16-8,5
1474,2020/12/16-9,6
1475,2020/12/16-10,7
1476,2020/12/16-11,6
1477,2020/12/16-12,4
1478,2020/12/16-13,7
1479,2020/12/16-14,16
1480,2020/12/16-15,8
1481,2020/12/16-16,6
1482,2020/12/16-17,8
1483,2020/12/16-18,33
1484,2020/12/16-19,37
1485,2020/12/16-20,11
1486,2020/12/16-21,33
1487,2020/12/16-22,2
1488,2020/12/16-23,2
1489,2020/12/17-0,6
1490,2020/12/17-1,5
1491,2020/12/17-2,6
1492,2020/12/17-3,3
1493,2020/12/17-4,5
1494,2020/12/17-5,4
1495,2020/12/17-6,2
1496,2020/12/17-7,2
1497,2020/12/17-8,5
1498,2020/12/17-9,7
1499,2020/12/17-10,13
1500,2020/12/17-11,5
1501,2020/12/17-12,10
1502,2020/12/17-13,10
1503,2020/12/17-14,12
1504,2020/12/17-15,7
1505,2020/12/17-16,6
1506,2020/12/17-17,26
1507,2020/12/17-18,5
1508,2020/12/17-19,22
1509,2020/12/17-20,30
1510,2020/12/17-21,4
1511,2020/12/17-22,8
1512,2020/12/17-23,5
1513,2020/12/18-0,2
1514,2020/12/18-1,3
1515,2020/12/18-2,3
1516,2020/12/18-3,3
1517,2020/12/18-4,3
1518,2020/12/18-5,2
1519,2020/12/18-6,4
1520,2020/12/18-7,2
1521,2020/12/18-8,14
1522,2020/12/18-9,6
1523,2020/12/18-10,22
1524,2020/12/18-11,10
1525,2020/12/18-12,14
1526,2020/12/18-13,14
1527,2020/12/18-14,5
1528,2020/12/18-15,8
1529,2020/12/18-16,3
1530,2020/12/18-17,9
1531,2020/12/18-18,21
1532,2020/12/18-19,43
1533,2020/12/18-21,13
1534,2020/12/18-22,9
1535,2020/12/18-23,20
1536,2020/12/19-0,5
1537,2020/12/19-1,9
1538,2020/12/19-2,4
1539,2020/12/19-3,5
1540,2020/12/19-4,1
1541,2020/12/19-5,2
1542,2020/12/19-6,1
1543,2020/12/19-7,3
1544,2020/12/19-8,2
1545,2020/12/19-9,4
1546,2020/12/19-10,36
1547,2020/12/19-11,5
1548,2020/12/19-12,10
1549,2020/12/19-13,16
1550,2020/12/19-14,27
1551,2020/12/19-15,18
1552,2020/12/19-16,13
1553,2020/12/19-17,13
1554,2020/12/19-18,8
1555,2020/12/19-19,6
1556,2020/12/19-20,2
1557,2020/12/19-21,7
1558,2020/12/19-22,4
1559,2020/12/19-23,7
1560,2020/12/2-0,6
1561,2020/12/2-1,6
1562,2020/12/2-2,2
1563,2020/12/2-3,2
1564,2020/12/2-4,4
1565,2020/12/2-6,6
1566,2020/12/2-7,2
1567,2020/12/2-8,3
1568,2020/12/2-9,10
1569,2020/12/2-10,17
1570,2020/12/2-11,15
1571,2020/12/2-12,21
1572,2020/12/2-13,11
1573,2020/12/2-14,7
1574,2020/12/2-15,35
1575,2020/12/2-16,8
1576,2020/12/2-17,23
1577,2020/12/2-18,69
1578,2020/12/2-19,2
1579,2020/12/2-20,12
1580,2020/12/2-21,16
1581,2020/12/2-22,7
1582,2020/12/2-23,3
1583,2020/12/20-0,19
1584,2020/12/20-1,4
1585,2020/12/20-2,3
1586,2020/12/20-3,3
1587,2020/12/20-4,4
1588,2020/12/20-6,1
1589,2020/12/20-7,4
1590,2020/12/20-8,3
1591,2020/12/20-9,2
1592,2020/12/20-10,14
1593,2020/12/20-11,27
1594,2020/12/20-12,7
1595,2020/12/20-13,12
1596,2020/12/20-14,6
1597,2020/12/20-15,7
1598,2020/12/20-16,6
1599,2020/12/20-17,9
1600,2020/12/20-18,16
1601,2020/12/20-19,6
1602,2020/12/20-20,7
1603,2020/12/20-21,6
1604,2020/12/20-22,9
1605,2020/12/20-23,4
1606,2020/12/21-0,9
1607,2020/12/21-1,1
1608,2020/12/21-2,2
1609,2020/12/21-5,4
1610,2020/12/21-6,4
1611,2020/12/21-7,2
1612,2020/12/21-8,4
1613,2020/12/21-9,2
1614,2020/12/21-10,13
1615,2020/12/21-11,21
1616,2020/12/21-12,42
1617,2020/12/21-13,33
1618,2020/12/21-14,10
1619,2020/12/21-15,12
1620,2020/12/21-16,29
1621,2020/12/21-17,9
1622,2020/12/21-18,15
1623,2020/12/21-19,10
1624,2020/12/21-20,5
1625,2020/12/21-21,11
1626,2020/12/21-22,69
1627,2020/12/21-23,10
1628,2020/12/22-0,10
1629,2020/12/22-1,3
1630,2020/12/22-2,1
1631,2020/12/22-3,2
1632,2020/12/22-4,1
1633,2020/12/22-5,1
1634,2020/12/22-6,1
1635,2020/12/22-7,1
1636,2020/12/22-8,3
1637,2020/12/22-9,9
1638,2020/12/22-10,10
1639,2020/12/22-11,27
1640,2020/12/22-12,17
1641,2020/12/22-13,22
1642,2020/12/22-14,12
1643,2020/12/22-15,15
1644,2020/12/22-16,38
1645,2020/12/22-17,31
1646,2020/12/22-18,31
1647,2020/12/22-19,7
1648,2020/12/22-20,7
1649,2020/12/22-21,4
1650,2020/12/22-23,9
1651,2020/12/23-0,38
1652,2020/12/23-1,3
1653,2020/12/23-2,4
1654,2020/12/23-3,29
1655,2020/12/23-4,3
1656,2020/12/23-7,2
1657,2020/12/23-8,2
1658,2020/12/23-9,6
1659,2020/12/23-10,23
1660,2020/12/23-11,35
1661,2020/12/23-12,24
1662,2020/12/23-13,47
1663,2020/12/23-14,8
1664,2020/12/23-15,5
1665,2020/12/23-16,9
1666,2020/12/23-17,22
1667,2020/12/23-18,46
1668,2020/12/23-19,58
1669,2020/12/23-20,38
1670,2020/12/23-21,30
1671,2020/12/23-22,9
1672,2020/12/23-23,24
1673,2020/12/24-0,1
1674,2020/12/24-1,25
1675,2020/12/24-2,3
1676,2020/12/24-7,4
1677,2020/12/24-8,3
1678,2020/12/24-9,6
1679,2020/12/24-10,13
1680,2020/12/24-11,13
1681,2020/12/24-12,5
1682,2020/12/24-13,17
1683,2020/12/24-14,3
1684,2020/12/24-15,10
1685,2020/12/24-16,30
1686,2020/12/24-17,15
1687,2020/12/24-18,29
1688,2020/12/24-19,16
1689,2020/12/24-20,17
1690,2020/12/24-21,10
1691,2020/12/24-22,5
1692,2020/12/24-23,5
1693,2020/12/25-0,9
1694,2020/12/25-1,13
1695,2020/12/25-2,4
1696,2020/12/25-5,4
1697,2020/12/25-6,27
1698,2020/12/25-7,3
1699,2020/12/25-8,7
1700,2020/12/25-9,23
1701,2020/12/25-10,67
1702,2020/12/25-11,70
1703,2020/12/25-12,14
1704,2020/12/25-13,33
1705,2020/12/25-14,5
1706,2020/12/25-15,13
1707,2020/12/25-16,7
1708,2020/12/25-17,49
1709,2020/12/25-18,31
1710,2020/12/25-19,20
1711,2020/12/25-20,12
1712,2020/12/25-21,6
1713,2020/12/25-22,2
1714,2020/12/25-23,4
1715,2020/12/26-0,10
1716,2020/12/26-1,9
1717,2020/12/26-2,11
1718,2020/12/26-4,5
1719,2020/12/26-5,9
1720,2020/12/26-6,2
1721,2020/12/26-7,2
1722,2020/12/26-8,1
1723,2020/12/26-9,2
1724,2020/12/26-10,9
1725,2020/12/26-11,14
1726,2020/12/26-12,7
1727,2020/12/26-13,10
1728,2020/12/26-14,4
1729,2020/12/26-15,2
1730,2020/12/26-16,1
1731,2020/12/26-17,7
1732,2020/12/26-18,5
1733,2020/12/26-19,1
1734,2020/12/26-20,8
1735,2020/12/26-21,8
1736,2020/12/26-22,23
1737,2020/12/26-23,30
1738,2020/12/27-0,2
1739,2020/12/27-1,4
1740,2020/12/27-5,1
1741,2020/12/27-9,4
1742,2020/12/27-10,3
1743,2020/12/27-11,18
1744,2020/12/27-12,33
1745,2020/12/27-13,4
1746,2020/12/27-14,1
1747,2020/12/27-15,13
1748,2020/12/27-16,3
1749,2020/12/27-17,5
1750,2020/12/27-18,33
1751,2020/12/27-19,11
1752,2020/12/27-20,3
1753,2020/12/27-21,7
1754,2020/12/27-22,7
1755,2020/12/27-23,8
1756,2020/12/28-0,7
1757,2020/12/28-1,6
1758,2020/12/28-2,3
1759,2020/12/28-4,1
1760,2020/12/28-5,1
1761,2020/12/28-6,1
1762,2020/12/28-7,6
1763,2020/12/28-8,10
1764,2020/12/28-9,10
1765,2020/12/28-10,10
1766,2020/12/28-11,10
1767,2020/12/28-12,22
1768,2020/12/28-13,10
1769,2020/12/28-14,3
1770,2020/12/28-15,2
1771,2020/12/28-16,25
1772,2020/12/28-17,9
1773,2020/12/28-18,7
1774,2020/12/28-19,7
1775,2020/12/28-20,5
1776,2020/12/28-21,2
1777,2020/12/28-22,1
1778,2020/12/28-23,10
1779,2020/12/29-0,3
1780,2020/12/29-1,2
1781,2020/12/29-2,1
1782,2020/12/29-8,2
1783,2020/12/29-10,7
1784,2020/12/29-12,18
1785,2020/12/29-14,2
1786,2020/12/29-15,13
1787,2020/12/29-23,3
1788,2020/12/3-0,2
1789,2020/12/3-1,4
1790,2020/12/3-2,1
1791,2020/12/3-3,1
1792,2020/12/3-4,5
1793,2020/12/3-5,1
1794,2020/12/3-6,2
1795,2020/12/3-7,3
1796,2020/12/3-9,8
1797,2020/12/3-10,15
1798,2020/12/3-11,9
1799,2020/12/3-12,11
1800,2020/12/3-13,48
1801,2020/12/3-14,9
1802,2020/12/3-15,8
1803,2020/12/3-16,13
1804,2020/12/3-17,7
1805,2020/12/3-18,7
1806,2020/12/3-19,13
1807,2020/12/3-20,8
1808,2020/12/3-21,8
1809,2020/12/3-22,3
1810,2020/12/3-23,5
1811,2020/12/30-10,4
1812,2020/12/30-11,6
1813,2020/12/30-12,2
1814,2020/12/30-13,5
1815,2020/12/30-14,2
1816,2020/12/30-15,11
1817,2020/12/30-16,9
1818,2020/12/30-17,2
1819,2020/12/30-18,8
1820,2020/12/30-19,1
1821,2020/12/30-23,6
1822,2020/12/31-5,2
1823,2020/12/31-8,1
1824,2020/12/31-9,6
1825,2020/12/31-10,8
1826,2020/12/31-11,8
1827,2020/12/31-12,7
1828,2020/12/31-13,13
1829,2020/12/31-14,18
1830,2020/12/31-15,7
1831,2020/12/31-16,7
1832,2020/12/31-17,7
1833,2020/12/31-18,4
1834,2020/12/31-19,1
1835,2020/12/31-20,8
1836,2020/12/31-21,2
1837,2020/12/31-22,10
1838,2020/12/4-0,5
1839,2020/12/4-2,5
1840,2020/12/4-3,3
1841,2020/12/4-4,5
1842,2020/12/4-5,3
1843,2020/12/4-6,6
1844,2020/12/4-7,4
1845,2020/12/4-8,2
1846,2020/12/4-9,10
1847,2020/12/4-10,17
1848,2020/12/4-11,7
1849,2020/12/4-12,12
1850,2020/12/4-13,14
1851,2020/12/4-14,10
1852,2020/12/4-15,14
1853,2020/12/4-16,10
1854,2020/12/4-17,13
1855,2020/12/4-18,2
1856,2020/12/4-19,21
1857,2020/12/4-20,7
1858,2020/12/4-21,53
1859,2020/12/4-22,57
1860,2020/12/4-23,96
1861,2020/12/5-0,8
1862,2020/12/5-1,34
1863,2020/12/5-2,4
1864,2020/12/5-3,1
1865,2020/12/5-4,19
1866,2020/12/5-5,3
1867,2020/12/5-6,4
1868,2020/12/5-7,1
1869,2020/12/5-8,19
1870,2020/12/5-9,20
1871,2020/12/5-10,50
1872,2020/12/5-11,26
1873,2020/12/5-12,34
1874,2020/12/5-13,39
1875,2020/12/5-14,38
1876,2020/12/5-15,22
1877,2020/12/5-16,20
1878,2020/12/5-17,10
1879,2020/12/5-18,10
1880,2020/12/5-19,37
1881,2020/12/5-20,35
1882,2020/12/5-21,26
1883,2020/12/5-22,30
1884,2020/12/5-23,26
1885,2020/12/6-0,17
1886,2020/12/6-1,1
1887,2020/12/6-2,1
1888,2020/12/6-3,3
1889,2020/12/6-4,1
1890,2020/12/6-5,1
1891,2020/12/6-6,13
1892,2020/12/6-7,3
1893,2020/12/6-8,2
1894,2020/12/6-9,4
1895,2020/12/6-10,2
1896,2020/12/6-11,29
1897,2020/12/6-12,13
1898,2020/12/6-13,12
1899,2020/12/6-14,25
1900,2020/12/6-15,40
1901,2020/12/6-16,40
1902,2020/12/6-17,8
1903,2020/12/6-18,29
1904,2020/12/6-19,20
1905,2020/12/6-20,20
1906,2020/12/6-21,11
1907,2020/12/6-22,41
1908,2020/12/6-23,14
1909,2020/12/7-1,21
1910,2020/12/7-2,2
1911,2020/12/7-3,1
1912,2020/12/7-4,2
1913,2020/12/7-5,2
1914,2020/12/7-6,1
1915,2020/12/7-7,2
1916,2020/12/7-9,26
1917,2020/12/7-10,27
1918,2020/12/7-11,9
1919,2020/12/7-12,22
1920,2020/12/7-13,28
1921,2020/12/7-14,30
1922,2020/12/7-15,9
1923,2020/12/7-16,7
1924,2020/12/7-17,7
1925,2020/12/7-18,7
1926,2020/12/7-19,13
1927,2020/12/7-20,14
1928,2020/12/7-21,36
1929,2020/12/7-22,43
1930,2020/12/7-23,17
1931,2020/12/8-0,2
1932,2020/12/8-2,1
1933,2020/12/8-5,4
1934,2020/12/8-6,2
1935,2020/12/8-7,1
1936,2020/12/8-8,1
1937,2020/12/8-9,11
1938,2020/12/8-10,13
1939,2020/12/8-11,20
1940,2020/12/8-12,7
1941,2020/12/8-13,22
1942,2020/12/8-14,24
1943,2020/12/8-15,22
1944,2020/12/8-16,17
1945,2020/12/8-17,5
1946,2020/12/8-18,1
1947,2020/12/8-19,6
1948,2020/12/8-20,4
1949,2020/12/8-21,10
1950,2020/12/8-22,5
1951,2020/12/8-23,1
1952,2020/12/9-1,4
1953,2020/12/9-4,4
1954,2020/12/9-6,4
1955,2020/12/9-7,2
1956,2020/12/9-8,1
1957,2020/12/9-9,7
1958,2020/12/9-10,2
1959,2020/12/9-11,1
1960,2020/12/9-12,20
1961,2020/12/9-13,29
1962,2020/12/9-14,35
1963,2020/12/9-15,14
1964,2020/12/9-16,74
1965,2020/12/9-17,46
1966,2020/12/9-18,49
1967,2020/12/9-19,25
1968,2020/12/9-20,7
1969,2020/12/9-21,16
1970,2020/12/9-22,12
1971,2020/12/9-23,12
1972,2020/3/27-6,3
1973,2020/4/1-15,1
1974,2020/4/1-20,2
1975,2020/4/10-0,28
1976,2020/4/10-8,1
1977,2020/4/10-9,5
1978,2020/4/10-10,1
1979,2020/4/10-11,5
1980,2020/4/10-13,5
1981,2020/4/10-15,53
1982,2020/4/10-16,47
1983,2020/4/10-18,1
1984,2020/4/10-19,31
1985,2020/4/10-21,7
1986,2020/4/10-22,14
1987,2020/4/10-23,1
1988,2020/4/11-0,1
1989,2020/4/11-9,9
1990,2020/4/11-10,1
1991,2020/4/11-12,54
1992,2020/4/11-13,16
1993,2020/4/11-14,24
1994,2020/4/11-15,28
1995,2020/4/11-16,14
1996,2020/4/11-17,22
1997,2020/4/11-18,24
1998,2020/4/11-19,5
1999,2020/4/11-20,5
2000,2020/4/11-21,10
2001,2020/4/11-22,28
2002,2020/4/11-23,29
2003,2020/4/12-1,22
2004,2020/4/12-8,1
2005,2020/4/12-10,12
2006,2020/4/12-11,1
2007,2020/4/12-14,10
2008,2020/4/12-16,103
2009,2020/4/12-17,16
2010,2020/4/12-18,19
2011,2020/4/12-19,8
2012,2020/4/12-20,59
2013,2020/4/12-21,58
2014,2020/4/12-22,8
2015,2020/4/13-8,4
2016,2020/4/13-9,4
2017,2020/4/13-10,1
2018,2020/4/13-11,19
2019,2020/4/13-12,1
2020,2020/4/13-13,23
2021,2020/4/13-15,7
2022,2020/4/13-16,13
2023,2020/4/13-17,5
2024,2020/4/13-18,52
2025,2020/4/13-19,33
2026,2020/4/13-20,84
2027,2020/4/13-23,27
2028,2020/4/14-0,80
2029,2020/4/14-3,1
2030,2020/4/14-8,2
2031,2020/4/14-9,4
2032,2020/4/14-10,15
2033,2020/4/14-12,8
2034,2020/4/14-13,5
2035,2020/4/14-14,3
2036,2020/4/14-16,3
2037,2020/4/14-17,2
2038,2020/4/14-18,7
2039,2020/4/14-20,6
2040,2020/4/14-21,5
2041,2020/4/14-22,25
2042,2020/4/15-7,1
2043,2020/4/15-10,2
2044,2020/4/15-11,2
2045,2020/4/15-12,8
2046,2020/4/15-14,21
2047,2020/4/15-15,2
2048,2020/4/15-16,21
2049,2020/4/15-17,59
2050,2020/4/15-18,18
2051,2020/4/15-19,32
2052,2020/4/15-20,19
2053,2020/4/16-7,2
2054,2020/4/16-9,6
2055,2020/4/16-10,2
2056,2020/4/16-11,1
2057,2020/4/16-12,10
2058,2020/4/16-14,15
2059,2020/4/16-16,17
2060,2020/4/16-17,14
2061,2020/4/16-18,8
2062,2020/4/16-19,30
2063,2020/4/16-20,2
2064,2020/4/16-21,24
2065,2020/4/17-9,2
