,truck_no,load_date,end_point
8673,琼E21265,2021-11-08 15:13:53,P000018362
8674,琼E21265,2021-11-08 15:13:53,P000018362
8677,苏GR9150,2021-11-08 15:18:00,P000018362
8678,苏GM1285,2021-11-08 15:19:09,P000018362
8681,苏H7912M,2021-11-08 15:21:55,P000014733
8684,苏GG8688,2021-11-08 15:24:00,P000018362
8685,苏GG8688,2021-11-08 15:24:00,P000018362
8687,苏GL3067,2021-11-08 15:28:00,P000018362
8688,苏GL3067,2021-11-08 15:28:00,P000018362
8691,鲁L75902,2021-11-08 15:31:01,P000015400
8699,鲁L89917,2021-11-08 15:40:02,P000043918
8707,琼E29667,2021-11-08 15:48:49,P000018362
8708,苏GK5897,2021-11-08 15:48:54,P000018362
8709,苏GK5897,2021-11-08 15:48:54,P000018362
8711,鲁L85208,2021-11-08 15:50:57,P000071137
8715,苏GR5517,2021-11-08 15:56:00,P000018362
8716,苏GR5517,2021-11-08 15:56:00,P000018362
8723,鲁L98321,2021-11-08 16:06:32,P000072182
8727,鲁Q669EX,2021-11-08 16:12:43,P000018362
8730,苏H2756A,2021-11-08 16:17:50,P000003383
8731,鲁UW7761,2021-11-08 16:20:02,P000043918
8732,鲁L71267,2021-11-08 16:20:08,P000043918
8745,苏H1608Z,2021-11-08 16:31:48,P000014733
8752,鲁UP8116,2021-11-08 16:37:32,P000043918
8753,鲁L68321,2021-11-08 16:38:31,P000072182
8765,鲁UH5037,2021-11-08 16:48:38,P000043918
8768,苏GX1913,2021-11-08 16:53:36,P000018362
8777,鲁L85902,2021-11-08 16:58:31,P000042963
8789,苏H2756A,2021-11-08 17:12:04,P000001955
8791,鲁L87101,2021-11-08 17:15:02,P000015400
8794,鲁L13333,2021-11-08 17:19:02,P000017954
8795,苏GU1260,2021-11-08 17:20:00,P000018362
8796,苏GU1260,2021-11-08 17:20:00,P000018362
8799,鲁L85550,2021-11-08 17:20:31,P000042963
8802,鲁UF7053,2021-11-08 17:25:02,P000043918
8804,鲁UT6762,2021-11-08 17:26:02,P000043918
8806,鲁L79950,2021-11-08 17:28:31,P000042963
8821,苏GM7230,2021-11-08 17:35:06,P000018362
8831,苏GN2526,2021-11-08 17:42:49,P000018362
8834,鲁UF5902,2021-11-08 17:46:02,P000043918
8843,苏GL2395,2021-11-08 17:53:04,P000018362
8846,鲁L68710,2021-11-08 17:56:31,P000072182
8849,鲁Q335GU,2021-11-08 18:02:00,P000018362
8851,鲁L79089,2021-11-08 18:03:02,P000043918
8854,苏GB2770,2021-11-08 18:05:46,P000018362
8874,苏GG6099,2021-11-08 18:18:53,P000018362
8883,鲁L70695,2021-11-08 18:27:32,P000072182
8886,苏GD9135,2021-11-08 18:30:34,P000018362
8903,鲁L13878,2021-11-08 18:43:31,P000017954
8906,苏GN5939,2021-11-08 18:45:12,P000018362
8908,鲁L69736,2021-11-08 18:47:32,P000072182
8911,鲁L92226,2021-11-08 18:49:32,P000013819
8917,苏H5756J,2021-11-08 18:52:00,P000014733
8918,苏H5756J,2021-11-08 18:52:00,P000014733
8920,鲁L79093,2021-11-08 18:52:32,P000015400
8924,鲁L88817,2021-11-08 18:55:01,P000043918
8933,鲁L57720,2021-11-08 19:03:01,P000013819
8935,鲁L72886,2021-11-08 19:05:02,P000013819
8938,鲁Q368FH,2021-11-08 19:05:50,P000018362
8948,鲁L68980,2021-11-08 19:13:02,P000013819
8951,鲁L90656,2021-11-08 19:15:02,P000015622
8953,鲁Q707FQ,2021-11-08 19:18:48,P000018362
8957,鲁Q261GD,2021-11-08 19:21:39,P000018362
8960,鲁L78667,2021-11-08 19:27:01,P000072182
8968,鲁Q662GN,2021-11-08 19:31:23,P000018362
8981,鲁L69260,2021-11-08 19:43:31,P000013819
8983,鲁L69756,2021-11-08 19:45:02,P000013819
8996,鲁UP1337,2021-11-08 19:55:01,P000043918
9005,鲁Q911UW,2021-11-08 20:04:44,P000018362
9006,鲁L67903,2021-11-08 20:05:01,P000013819
9014,鲁UR3905,2021-11-08 20:14:31,P000043918
9021,鲁L68703,2021-11-08 20:22:01,P000017760
9040,鲁L65153,2021-11-08 20:36:31,P000072182
9042,鲁UV0185,2021-11-08 20:38:01,P000043918
9069,苏GN6169,2021-11-08 21:02:04,P000018362
9081,鲁L67103,2021-11-08 21:10:02,P000073301
9087,鲁L67506,2021-11-08 21:14:32,P000017760
9088,鲁L76170,2021-11-08 21:15:02,P000015622
9094,鲁L57725,2021-11-08 21:24:02,P000043918
9108,鲁L69917,2021-11-08 21:34:01,P000013819
9114,鲁UF5987,2021-11-08 21:39:02,P000043918
9126,鲁L79366,2021-11-08 21:47:31,P000015622
9128,鲁L60055,2021-11-08 21:49:01,P000015622
9131,鲁UG6805,2021-11-08 21:49:31,P000043918
9132,鲁UW7761,2021-11-08 21:53:31,P000043918
9134,鲁L83973,2021-11-08 21:54:06,P000015400
9148,鲁UN2799,2021-11-08 22:08:02,P000043918
9150,鲁L77953,2021-11-08 22:09:32,P000073301
9152,鲁L86710,2021-11-08 22:12:34,P000015400
9156,鲁L68188,2021-11-08 22:19:02,P000017760
9159,鲁L63182,2021-11-08 22:22:32,P000017760
9163,鲁UP8116,2021-11-08 22:30:02,P000043918
9189,鲁L73130,2021-11-08 22:58:31,P000015622
9194,鲁UF7053,2021-11-08 23:09:33,P000043918
9215,鲁UT6762,2021-11-08 23:49:01,P000043918
9223,鲁L13595,2021-11-09 00:01:32,P000015622
9228,鲁UH5037,2021-11-09 00:10:02,P000043918
9252,鲁L85333,2021-11-09 01:11:31,P000018976
9255,鲁UF5902,2021-11-09 01:12:03,P000043918
9257,苏GQ1010,2021-11-09 01:16:36,P000018204
9258,鲁L71267,2021-11-09 01:20:02,P000055787
9259,鲁L75822,2021-11-09 01:21:20,P000018976
9261,鲁L68703,2021-11-09 01:22:43,P000021313
9265,鲁UP1337,2021-11-09 01:26:32,P000043918
9266,鲁L72886,2021-11-09 01:28:01,P000021313
9267,鲁L91668,2021-11-09 01:31:31,P000055787
9276,鲁L85797,2021-11-09 01:51:13,P000001388
9277,鲁L19008,2021-11-09 01:51:32,P000015400
9280,鲁L58318,2021-11-09 01:58:17,P000018976
9284,鲁L91380,2021-11-09 02:07:56,P000001388
9286,鲁L15520,2021-11-09 02:29:26,P000001388
9287,鲁L79123,2021-11-09 02:29:59,P000001388
9296,鲁LE7632,2021-11-09 02:56:00,P000018362
9297,鲁LE7632,2021-11-09 02:56:00,P000018362
9305,鲁UW7761,2021-11-09 03:22:32,P000043918
9307,鲁UV0185,2021-11-09 03:28:32,P000043918
9321,鲁L90800,2021-11-09 04:20:00,P000001388
9328,鲁L88817,2021-11-09 04:33:32,P000017760
9342,鲁L72192,2021-11-09 05:04:07,P000042580
9343,鲁UP8116,2021-11-09 05:10:32,P000043918
9345,鲁L69300,2021-11-09 05:11:02,P000017760
9350,鲁L69055,2021-11-09 05:22:01,P000017760
9358,鲁L68651,2021-11-09 05:38:01,P000021313
9359,鲁L75560,2021-11-09 05:44:32,P000042580
9360,苏GB3319,2021-11-09 05:46:00,P000018204
9364,苏GV2010,2021-11-09 05:53:05,P000018204
9365,苏GV2010,2021-11-09 05:53:05,P000017982
9374,鲁L16267,2021-11-09 06:00:00,P000001388
9377,苏GR8369,2021-11-09 06:00:37,P000018204
9378,鲁UF7053,2021-11-09 06:01:32,P000043918
9382,鲁Q713EE,2021-11-09 06:09:43,P000018204
9383,鲁Q713EE,2021-11-09 06:09:43,P000017982
9384,苏GQ6109,2021-11-09 06:10:00,P000018204
9387,鲁L13333,2021-11-09 06:12:31,P000017760
9391,苏GL8015,2021-11-09 06:19:20,P000018204
9394,鲁L69272,2021-11-09 06:20:31,P000043918
9396,鲁L68273,2021-11-09 06:27:02,P000017760
9398,鲁L65172,2021-11-09 06:30:02,P000042580
9399,鲁L68023,2021-11-09 06:31:32,P000042580
9400,鲁L65391,2021-11-09 06:34:32,P000017760
9408,苏GZ9793,2021-11-09 06:50:23,P000018204
9410,苏GT3562,2021-11-09 06:58:00,P000018204
9423,鲁UT6762,2021-11-09 07:19:31,P000043918
9431,鲁L97859,2021-11-09 07:39:02,P000015400
9434,鲁UN2799,2021-11-09 07:43:40,P000043918
9438,鲁L57720,2021-11-09 07:52:32,P000042580
9441,鲁L90009,2021-11-09 08:01:31,P000015400
9450,鲁VL5130,2021-11-09 08:21:51,P000018204
9454,鲁Q905FT,2021-11-09 08:29:54,P000018204
9458,鲁L92861,2021-11-09 08:32:02,P000015400
9471,鲁Q068ED,2021-11-09 08:52:14,P000018362
9472,鲁L85088,2021-11-09 08:52:32,P000015622
9479,鲁L70357,2021-11-09 08:59:47,P000014733
9480,鲁L71091,2021-11-09 08:59:50,P000018362
9484,鲁L79113,2021-11-09 09:06:21,P000015622
9492,鲁L15310,2021-11-09 09:17:32,P000015622
9495,鲁L58951,2021-11-09 09:22:32,P000021313
9497,鲁H56S01,2021-11-09 09:23:26,P000018362
9502,琼E15306,2021-11-09 09:26:17,P000014733
9503,鲁L65735,2021-11-09 09:27:35,P000055787
9505,鲁Q879GG,2021-11-09 09:29:40,P000018362
9506,苏H0757C,2021-11-09 09:29:49,P000001388
9511,鲁L61106,2021-11-09 09:36:00,P000018362
9516,鲁L85300,2021-11-09 09:39:02,P000015400
9524,鲁L16333,2021-11-09 09:46:56,P000018362
9529,鲁Q163EP,2021-11-09 09:50:00,P000018362
9531,鲁L76993,2021-11-09 09:52:02,P000036289
9535,鲁L17303,2021-11-09 09:54:00,P000018362
9547,鲁L69580,2021-11-09 10:01:32,P000017812
9549,鲁L86597,2021-11-09 10:03:31,P000042106
9553,鲁L71972,2021-11-09 10:04:47,P000017812
9564,鲁UH5037,2021-11-09 10:16:31,P000055551
9568,鲁L70603,2021-11-09 10:18:07,P000051729
9573,鲁L63172,2021-11-09 10:21:02,P000017662
9576,鲁Q606GU,2021-11-09 10:23:02,P000018362
9578,苏GW5162,2021-11-09 10:24:00,P000051729
9582,鲁L67621,2021-11-09 10:28:00,P000051729
9585,鲁Q695FR,2021-11-09 10:28:48,P000018362
9587,鲁UF5902,2021-11-09 10:31:32,P000043918
9590,琼E24048,2021-11-09 10:32:00,P000051729
9594,鲁L90656,2021-11-09 10:37:01,P000015622
9595,苏GY6196,2021-11-09 10:38:00,P000051729
9597,鲁L98281,2021-11-09 10:39:02,P000073281
9598,鲁L88391,2021-11-09 10:40:02,P000017662
9600,鲁Q726GU,2021-11-09 10:44:00,P000051729
9602,鲁L79710,2021-11-09 10:44:37,P000015400
9604,鲁L88817,2021-11-09 10:46:01,P000055551
9617,鲁L85902,2021-11-09 10:54:02,P000015622
9623,鲁L87060,2021-11-09 11:00:02,P000015400
9626,琼E13276,2021-11-09 11:03:07,P000051729
9629,鲁L67500,2021-11-09 11:04:02,P000043918
9630,鲁Q027GH,2021-11-09 11:04:52,P000051729
9631,鲁UP8992,2021-11-09 11:05:25,P000018362
9641,鲁L76155,2021-11-09 11:15:32,P000015622
9642,鲁L72163,2021-11-09 11:16:00,P000051729
9650,鲁Q121GX,2021-11-09 11:26:29,P000018976
9651,鲁L79093,2021-11-09 11:26:31,P000015400
9655,鲁L90758,2021-11-09 11:30:02,P000055787
9659,鲁UP1337,2021-11-09 11:32:57,P000043918
9662,鲁L72700,2021-11-09 11:34:00,P000051729
9667,琼E18577,2021-11-09 11:36:27,P000051729
9668,鲁L92226,2021-11-09 11:37:31,P000015059
9671,鲁Q307EU,2021-11-09 11:38:51,P000018362
9672,鲁Q377HB,2021-11-09 11:40:00,P000017982
9689,鲁L85812,2021-11-09 11:50:00,P000051729
9692,鲁Q577LF,2021-11-09 11:52:00,P000051729
9701,鲁Q837GK,2021-11-09 12:00:14,P000018362
9720,鲁L71706,2021-11-09 12:14:00,P000001388
9722,鲁UW7761,2021-11-09 12:18:32,P000043918
9730,苏GN3229,2021-11-09 12:24:38,P000018362
9738,鲁L68980,2021-11-09 12:28:31,P000015059
9740,琼E22949,2021-11-09 12:32:23,P000018362
9750,鲁L86785,2021-11-09 12:38:31,P000015622
9751,鲁L76110,2021-11-09 12:39:31,P000055787
9753,鲁L93323,2021-11-09 12:40:32,P000021313
9759,鲁L68273,2021-11-09 12:46:32,P000072182
9760,苏GY7057,2021-11-09 12:47:01,P000018362
9774,苏GG1611,2021-11-09 13:03:29,P000018362
9779,鲁L69917,2021-11-09 13:07:31,P000015059
9788,鲁L71770,2021-11-09 13:12:38,P000018362
9795,鲁L70702,2021-11-09 13:19:03,P000018362
9796,鲁L67183,2021-11-09 13:19:31,P000042293
9810,鲁L99559,2021-11-09 13:32:31,P000015400
9818,鲁L87101,2021-11-09 13:37:31,P000015400
9820,鲁L78667,2021-11-09 13:39:02,P000015400
9825,鲁L95963,2021-11-09 13:43:32,P000015400
9829,鲁L70312,2021-11-09 13:48:07,P000018362
9832,苏GG8688,2021-11-09 13:49:31,P000018362
9833,鲁L97810,2021-11-09 13:51:01,P000015400
9836,鲁L86710,2021-11-09 13:55:06,P000015400
9847,苏GX0167,2021-11-09 14:05:38,P000018362
9849,苏GL9923,2021-11-09 14:08:18,P000018362
9850,鲁L75905,2021-11-09 14:08:32,P000017662
9851,鲁Q310DX,2021-11-09 14:08:37,P000018976
9853,苏GP0782,2021-11-09 14:10:00,P000051729
9856,鲁Q560HF,2021-11-09 14:14:00,P000018976
9858,苏GX2975,2021-11-09 14:17:32,P000051729
9872,苏GQ5895,2021-11-09 14:30:26,P000018362
9875,苏GN6169,2021-11-09 14:35:05,P000018204
9883,鲁L89917,2021-11-09 14:41:02,P000015400
9884,苏GH8195,2021-11-09 14:41:34,P000017982
9894,苏GM1285,2021-11-09 14:52:16,P000018204
9895,苏GU1260,2021-11-09 14:52:21,P000017982
9899,鲁L69736,2021-11-09 14:55:01,P000072182
9903,苏GR9150,2021-11-09 14:57:45,P000018204
9914,鲁L78757,2021-11-09 15:05:31,P000015400
9921,鲁Q082EP,2021-11-09 15:11:03,P000051729
9927,鲁L13878,2021-11-09 15:15:14,P000042293
9936,鲁UV0185,2021-11-09 15:22:32,P000055551
9942,苏GH8195,2021-11-09 15:31:07,P000018204
9943,鲁L83678,2021-11-09 15:32:32,P000055551
9946,鲁UP8116,2021-11-09 15:34:01,P000055551
10021,鲁UT6762,2021-11-09 16:36:09,P000055551
10030,鲁L79550,2021-11-09 16:40:31,P000022741
10031,鲁L69651,2021-11-09 16:41:31,P000017812
10033,鲁L72192,2021-11-09 16:42:36,P000055787
10034,苏GQ1010,2021-11-09 16:43:02,P000017982
10040,鲁L71693,2021-11-09 16:47:28,P000015484
10043,鲁L68321,2021-11-09 16:48:32,P000017812
10072,鲁L85285,2021-11-09 17:07:01,P000017812
10078,鲁L77953,2021-11-09 17:14:32,P000042963
10084,鲁L68710,2021-11-09 17:18:02,P000019735
10093,鲁L67506,2021-11-09 17:27:11,P000019735
10103,鲁L77690,2021-11-09 17:38:32,P000042293
10114,苏GQ6109,2021-11-09 17:43:27,P000018362
10115,鲁L67103,2021-11-09 17:44:02,P000015400
10119,鲁L95707,2021-11-09 17:45:32,P000017812
10120,鲁L75560,2021-11-09 17:49:02,P000042963
10121,苏GP9065,2021-11-09 17:50:00,P000051729
10124,鲁L99737,2021-11-09 17:54:13,P000042963
10128,鲁L79950,2021-11-09 17:57:02,P000042963
10129,鲁L60055,2021-11-09 17:58:02,P000042963
10130,鲁L79366,2021-11-09 17:59:01,P000042963
10138,鲁H95W02,2021-11-09 18:13:46,P000018362
10140,鲁L69260,2021-11-09 18:15:02,P000017812
10143,鲁L71972,2021-11-09 18:20:02,P000017812
10157,鲁Q958JE,2021-11-09 18:34:43,P000018362
10165,鲁L68818,2021-11-09 18:40:31,P000042963
10166,鲁L92226,2021-11-09 18:40:51,P000017812
10173,鲁L13333,2021-11-09 18:43:31,P000017812
10174,苏GX1913,2021-11-09 18:43:44,P000018362
10179,苏GR0612,2021-11-09 18:46:41,P000018362
10186,苏GK5897,2021-11-09 18:55:04,P000018362
10191,苏GN2526,2021-11-09 19:01:27,P000018362
10197,鲁L85088,2021-11-09 19:04:01,P000042963
10201,鲁L68651,2021-11-09 19:08:02,P000013819
10205,鲁L68759,2021-11-09 19:11:02,P000013819
10212,鲁Q375KU,2021-11-09 19:13:54,P000018362
10213,鲁Q375KU,2021-11-09 19:13:54,P000018362
10220,鲁L57720,2021-11-09 19:18:31,P000013819
10234,鲁Q355EX,2021-11-09 19:31:53,P000018362
10246,鲁Q770GT,2021-11-09 19:40:00,P000018362
10249,苏GR5517,2021-11-09 19:44:26,P000018362
10252,鲁L76625,2021-11-09 19:47:02,P000043918
10260,鲁L68980,2021-11-09 19:50:32,P000013819
10265,苏GM7230,2021-11-09 19:58:00,P000018362
10268,琼E21265,2021-11-09 19:59:57,P000061093
10269,苏H5661T,2021-11-09 20:05:01,P000042963
10301,鲁Q657KJ,2021-11-09 20:35:40,P000051729
10327,鲁Q571FL,2021-11-09 21:04:00,P000043653
10341,鲁UW7761,2021-11-09 21:39:32,P000043918
10358,苏GG1611,2021-11-09 22:03:24,P000018362
10377,苏GM2079,2021-11-09 22:24:09,P000018362
10386,琼E22949,2021-11-09 22:40:00,P000017982
10426,鲁L83198,2021-11-09 23:51:31,P000043918
10443,鲁L71631,2021-11-10 00:25:33,P000012949
10452,鲁L95963,2021-11-10 00:48:31,P000012949
10459,鲁L67500,2021-11-10 01:11:01,P000036289
10466,鲁UP8116,2021-11-10 01:22:32,P000043918
10485,鲁L79106,2021-11-10 02:14:24,P000018976
10487,鲁L79550,2021-11-10 02:15:02,P000036289
10493,鲁L90656,2021-11-10 02:33:32,P000042293
10497,鲁LE7632,2021-11-10 02:44:44,P000018976
10517,鲁UG6805,2021-11-10 03:32:31,P000043918
10528,苏GG6099,2021-11-10 04:06:00,P000018362
10532,鲁UH5037,2021-11-10 04:08:44,P000043918
10542,苏GD9135,2021-11-10 04:32:31,P000018362
10550,鲁L85797,2021-11-10 04:52:04,P000018976
10557,苏GR8369,2021-11-10 05:24:00,P000018362
10560,鲁L85333,2021-11-10 05:28:00,P000018976
10561,鲁L79123,2021-11-10 05:28:06,P000018976
10562,苏GN3229,2021-11-10 05:29:33,P000018362
10563,苏GV2010,2021-11-10 05:36:00,P000018362
10565,苏GB3319,2021-11-10 05:37:43,P000018362
10566,苏GL8015,2021-11-10 05:38:08,P000018362
10567,鲁L88817,2021-11-10 05:38:31,P000043918
10574,苏GT3562,2021-11-10 05:52:00,P000018362
10576,鲁Q965ET,2021-11-10 05:54:00,P000018362
10579,鲁UR3905,2021-11-10 06:00:03,P000043918
10587,鲁UF5987,2021-11-10 06:13:02,P000043918
10602,鲁Q890ER,2021-11-10 06:42:00,P000018362
10605,鲁Q722EZ,2021-11-10 06:44:00,P000018362
10606,鲁Q925GU,2021-11-10 06:44:20,P000018362
10612,鲁Q122EG,2021-11-10 06:48:29,P000018362
10616,鲁Q122FR,2021-11-10 06:54:12,P000018362
10618,鲁UN2799,2021-11-10 07:00:02,P000043918
10625,鲁UT6762,2021-11-10 07:08:01,P000043918
10626,鲁L67183,2021-11-10 07:08:31,P000012949
10627,鲁L15520,2021-11-10 07:08:59,P000018976
10628,鲁L58318,2021-11-10 07:14:31,P000018976
10634,鲁L58025,2021-11-10 07:21:17,P000001388
10641,苏GY7057,2021-11-10 07:28:05,P000017982
10643,鲁L91380,2021-11-10 07:29:37,P000051729
10656,鲁UF7053,2021-11-10 07:50:01,P000043918
10657,鲁UP1337,2021-11-10 07:50:31,P000043918
10660,鲁L13938,2021-11-10 07:55:13,P000018976
10662,鲁L73035,2021-11-10 07:58:01,P000043918
10672,鲁L79089,2021-11-10 08:16:02,P000043918
10673,鲁L90800,2021-11-10 08:20:00,P000051729
10676,鲁H58X57,2021-11-10 08:24:15,P000018362
10677,鲁L69055,2021-11-10 08:33:02,P000043918
10680,鲁L17303,2021-11-10 08:38:00,P000051729
10689,鲁Q220EX,2021-11-10 08:50:36,P000018362
10695,苏GW5162,2021-11-10 09:02:00,P000051729
10696,鲁L71267,2021-11-10 09:03:02,P000072197
10698,苏GY6196,2021-11-10 09:03:46,P000051729
10700,鲁L57720,2021-11-10 09:05:32,P000072197
10704,鲁L85902,2021-11-10 09:09:31,P000042106
10705,鲁L68188,2021-11-10 09:10:32,P000072197
10708,鲁Q905FT,2021-11-10 09:14:00,P000018362
10712,苏GR1729,2021-11-10 09:18:52,P000018362
10715,鲁L19787,2021-11-10 09:22:00,P000051729
10716,鲁L19787,2021-11-10 09:22:00,P000051729
10717,鲁L79093,2021-11-10 09:22:03,P000015400
10720,苏H5756J,2021-11-10 09:26:28,P000001388
10723,鲁L61106,2021-11-10 09:30:00,P000001388
10732,鲁L16333,2021-11-10 09:38:23,P000051729
10744,鲁L71119,2021-11-10 09:41:02,P000043918
10745,鲁L69272,2021-11-10 09:42:32,P000017662
10759,鲁L89662,2021-11-10 09:49:32,P000015400
10763,鲁Q068ED,2021-11-10 09:52:04,P000018362
10767,鲁L58951,2021-11-10 09:55:31,P000072197
10773,鲁Q713EE,2021-11-10 10:00:00,P000018362
10775,鲁Q163EP,2021-11-10 10:00:35,P000018362
10786,鲁L71972,2021-11-10 10:09:31,P000017662
10790,鲁L85550,2021-11-10 10:12:02,P000042804
10791,鲁L98321,2021-11-10 10:13:02,P000015400
10799,鲁Q879GG,2021-11-10 10:17:20,P000018204
10801,鲁L63182,2021-11-10 10:17:38,P000042580
10809,鲁Q307EU,2021-11-10 10:28:00,P000018204
10810,鲁L79113,2021-11-10 10:28:01,P000015059
10825,鲁H56S01,2021-11-10 10:39:41,P000018204
10829,琼E24048,2021-11-10 10:46:00,P000001388
10833,鲁L13878,2021-11-10 10:52:01,P000021313
10834,鲁L68997,2021-11-10 10:53:01,P000042580
10838,鲁L68980,2021-11-10 10:54:31,P000072197
10839,鲁L92226,2021-11-10 10:55:01,P000015059
10840,鲁VL5130,2021-11-10 10:55:22,P000018204
10848,苏GZ9793,2021-11-10 11:00:00,P000018204
10849,苏GZ9793,2021-11-10 11:00:00,P000018204
10852,鲁L71812,2021-11-10 11:01:51,P000018204
10858,鲁L73013,2021-11-10 11:03:57,P000051729
10859,鲁L67837,2021-11-10 11:04:00,P000001388
10862,鲁L87060,2021-11-10 11:05:01,P000015400
10863,鲁L88023,2021-11-10 11:06:32,P000015400
10866,鲁Q536EX,2021-11-10 11:08:36,P000051729
10867,鲁L56600,2021-11-10 11:09:41,P000015400
10875,鲁L68288,2021-11-10 11:15:28,P000051729
10880,苏GN5939,2021-11-10 11:18:19,P000018204
10881,鲁L72750,2021-11-10 11:19:25,P000051729
10883,琼E13276,2021-11-10 11:23:40,P000051729
10887,鲁L57725,2021-11-10 11:28:02,P000043918
10889,琼E16771,2021-11-10 11:31:34,P000051729
10892,琼E25545,2021-11-10 11:32:50,P000051729
10896,苏GG8688,2021-11-10 11:36:57,P000018204
10904,鲁Q262AD,2021-11-10 11:44:00,P000071137
10905,鲁Q262AD,2021-11-10 11:44:00,P000071137
10906,鲁L97859,2021-11-10 11:44:02,P000015400
10914,苏GG1611,2021-11-10 11:46:14,P000018204
10916,鲁L86710,2021-11-10 11:49:02,P000015400
10917,鲁L75905,2021-11-10 11:50:02,P000021313
10921,苏GQ5895,2021-11-10 11:53:14,P000018204
10928,鲁L89917,2021-11-10 11:58:32,P000043918
10930,苏GL2395,2021-11-10 12:00:23,P000018976
10932,鲁Q975EU,2021-11-10 12:01:18,P000001388
10934,鲁L98281,2021-11-10 12:05:31,P000015400
10938,鲁L79710,2021-11-10 12:07:38,P000042804
10950,鲁L67506,2021-11-10 12:14:32,P000043918
10955,鲁L69300,2021-11-10 12:18:02,P000043918
10965,苏GR5517,2021-11-10 12:24:00,P000018204
10978,苏GR0612,2021-11-10 12:30:58,P000018204
10979,鲁L68273,2021-11-10 12:31:01,P000043918
10987,鲁L86597,2021-11-10 12:38:32,P000017812
10993,鲁L91668,2021-11-10 12:46:02,P000017812
11005,鲁UV0185,2021-11-10 12:59:31,P000043918
11009,鲁L90758,2021-11-10 13:01:01,P000021313
11013,鲁L88817,2021-11-10 13:05:02,P000055551
11023,鲁L76170,2021-11-10 13:10:32,P000015400
11024,鲁VC8967,2021-11-10 13:10:32,P000018204
11029,鲁L76110,2021-11-10 13:13:32,P000015400
11032,鲁L86785,2021-11-10 13:15:32,P000015400
11037,苏GN6169,2021-11-10 13:18:00,P000017982
11038,苏GN6169,2021-11-10 13:18:00,P000018204
11041,鲁UP8116,2021-11-10 13:20:02,P000043918
11045,鲁L77690,2021-11-10 13:23:02,P000017812
11053,鲁L83129,2021-11-10 13:28:01,P000051729
11057,鲁UF5302,2021-11-10 13:31:16,P000043918
11065,鲁UW7761,2021-11-10 13:39:38,P000043918
11067,苏GK5897,2021-11-10 13:42:00,P000018204
11075,苏GU1260,2021-11-10 13:52:00,P000017982
11082,鲁UH5037,2021-11-10 13:58:02,P000043918
11086,苏GX0167,2021-11-10 14:00:00,P000017982
11088,苏GH8195,2021-11-10 14:01:35,P000018204
11098,苏GS0550,2021-11-10 14:08:05,P000018204
11102,鲁L76625,2021-11-10 14:17:31,P000043918
11106,苏GL9923,2021-11-10 14:22:00,P000017982
11107,鲁L67183,2021-11-10 14:22:32,P000055787
11112,鲁UG6805,2021-11-10 14:30:31,P000043918
11136,鲁L76993,2021-11-10 14:53:01,P000015400
11138,苏GM7268,2021-11-10 14:53:31,P000042333
11143,鲁L93323,2021-11-10 14:56:32,P000042804
11145,鲁L70695,2021-11-10 14:57:31,P000017812
11150,苏GX1913,2021-11-10 15:02:00,P000017982
11156,苏GM7230,2021-11-10 15:06:00,P000017982
11167,苏GN2526,2021-11-10 15:11:50,P000042333
11175,鲁UT6762,2021-11-10 15:18:02,P000043918
11187,苏GM1285,2021-11-10 15:28:00,P000017982
11188,鲁UN2799,2021-11-10 15:28:02,P000043918
11199,鲁UF7053,2021-11-10 15:40:02,P000043918
11209,苏GR5517,2021-11-10 15:48:00,P000017982
11232,鲁L85233,2021-11-10 16:09:32,P000015400
11244,琼E21265,2021-11-10 16:16:00,P000061093
11250,鲁Q131GA,2021-11-10 16:25:57,P000018362
11265,苏GX2975,2021-11-10 16:40:00,P000051729
11266,苏GP0782,2021-11-10 16:40:07,P000051729
11286,鲁Q261GD,2021-11-10 17:00:17,P000018362
11317,鲁L85088,2021-11-10 17:22:02,P000015622
11318,鲁L70178,2021-11-10 17:24:34,P000061093
11321,鲁L79089,2021-11-10 17:31:02,P000043918
11326,琼E28553,2021-11-10 17:33:37,P000061093
11333,鲁L15310,2021-11-10 17:41:31,P000072182
11335,鲁Q500GR,2021-11-10 17:42:04,P000018362
11341,鲁L67103,2021-11-10 17:44:31,P000015622
11342,苏GM2079,2021-11-10 17:46:00,P000018362
11343,苏GM2079,2021-11-10 17:46:00,P000018362
11344,鲁L68767,2021-11-10 17:46:32,P000072182
11351,鲁L83678,2021-11-10 17:52:31,P000055551
11354,鲁L59995,2021-11-10 17:56:00,P000051729
